solver,penalty,C,l1_ratio,sample_size,train_accuracy,test_accuracy,train_F1_score,test_F1_score
saga,l1,0.001,,1.0,0.62,0.6442382057231245,0.7625,0.78240302743614
saga,l1,0.01,,0.4,0.66,0.6411446249033256,0.7743362831858407,0.7651821862348178
saga,l1,0.01,,0.6,0.6533333333333333,0.6411446249033256,0.7699115044247787,0.7670682730923695
saga,l1,0.01,,0.8,0.66,0.6450116009280742,0.7713004484304933,0.7652173913043478
saga,l1,0.01,,1.0,0.6733333333333333,0.645784996133024,0.7792792792792792,0.7626943005181348
saga,l1,0.1,,0.4,0.6833333333333333,0.6589327146171694,0.7764705882352941,0.7601957585644371
saga,l1,0.1,,0.6,0.6866666666666666,0.6674400618716164,0.7813953488372093,0.7690655209452201
saga,l1,0.1,,0.8,0.6966666666666667,0.6782675947409126,0.7878787878787878,0.7736670293797606
saga,l1,0.1,,1.0,0.7133333333333334,0.691415313225058,0.7952380952380953,0.7791920309905921
saga,l1,10.0,,0.4,0.6866666666666666,0.6682134570765661,0.7772511848341233,0.7638965327462851
saga,l1,10.0,,0.6,0.6866666666666666,0.671307037896365,0.779342723004695,0.7688961392060902
saga,l1,10.0,,0.8,0.7033333333333334,0.6852281515854601,0.7905882352941176,0.7764964305326744
saga,l1,10.0,,1.0,0.7166666666666667,0.6906419180201083,0.7971360381861575,0.7777777777777778
saga,l1,100.0,,0.4,0.6866666666666666,0.6682134570765661,0.7772511848341233,0.7638965327462851
saga,l1,100.0,,0.6,0.6866666666666666,0.671307037896365,0.779342723004695,0.7688961392060902
saga,l1,100.0,,0.8,0.7033333333333334,0.6844547563805105,0.7905882352941176,0.7758241758241758
saga,l1,100.0,,1.0,0.7166666666666667,0.6906419180201083,0.7971360381861575,0.7777777777777778
saga,l1,1000.0,,0.4,0.6866666666666666,0.6682134570765661,0.7772511848341233,0.7638965327462851
saga,l1,1000.0,,0.6,0.6866666666666666,0.671307037896365,0.779342723004695,0.7688961392060902
saga,l1,1000.0,,0.8,0.7033333333333334,0.6844547563805105,0.7905882352941176,0.7758241758241758
saga,l1,1000.0,,1.0,0.7166666666666667,0.6906419180201083,0.7971360381861575,0.7777777777777778
saga,l1,10000.0,,0.4,0.6866666666666666,0.6682134570765661,0.7772511848341233,0.7638965327462851
saga,l1,10000.0,,0.6,0.6866666666666666,0.671307037896365,0.779342723004695,0.7688961392060902
saga,l1,10000.0,,0.8,0.7033333333333334,0.6844547563805105,0.7905882352941176,0.7758241758241758
saga,l1,10000.0,,1.0,0.7166666666666667,0.6906419180201083,0.7971360381861575,0.7777777777777778
liblinear,l2,0.0001,,0.4,0.6233333333333333,0.6411446249033256,0.7621052631578947,0.7786259541984732
liblinear,l2,0.0001,,0.6,0.6233333333333333,0.6411446249033256,0.7631027253668762,0.7792578496669839
liblinear,l2,0.0001,,0.8,0.62,0.642691415313225,0.759493670886076,0.7789473684210527
liblinear,l2,0.0001,,1.0,0.62,0.6442382057231245,0.759493670886076,0.778633301251203
liblinear,l2,0.001,,0.4,0.6533333333333333,0.642691415313225,0.773913043478261,0.7701492537313434
liblinear,l2,0.001,,0.6,0.6433333333333333,0.6511987625676721,0.7688984881209503,0.777503700049334
liblinear,l2,0.001,,0.8,0.66,0.6481051817478731,0.7772925764192139,0.7730673316708229
liblinear,l2,0.001,,1.0,0.6766666666666666,0.6496519721577726,0.7858719646799116,0.7715582450832073
liblinear,l2,0.01,,0.4,0.6966666666666667,0.662799690641918,0.7858823529411764,0.7638136511375948
liblinear,l2,0.01,,0.6,0.7033333333333334,0.6790409899458624,0.7935034802784222,0.775796866558617
liblinear,l2,0.01,,0.8,0.72,0.6844547563805105,0.8037383177570093,0.7777777777777777
liblinear,l2,0.01,,1.0,0.7266666666666667,0.6952822892498066,0.8066037735849056,0.7823204419889502
liblinear,l2,0.1,,0.4,0.75,0.7177107501933488,0.81203007518797,0.7874199184624344
liblinear,l2,0.1,,0.6,0.7533333333333333,0.7146171693735499,0.8212560386473429,0.7906976744186046
liblinear,l2,0.1,,0.8,0.7466666666666667,0.7215777262180975,0.8164251207729468,0.7949886104783599
liblinear,l2,0.1,,1.0,0.7533333333333333,0.7238979118329466,0.8195121951219514,0.7963491158014832
liblinear,l2,10.0,,0.4,0.7533333333333333,0.7409126063418406,0.8112244897959183,0.8035190615835777
liblinear,l2,10.0,,0.6,0.7633333333333333,0.7378190255220418,0.8220551378446115,0.8039329091960672
liblinear,l2,10.0,,0.8,0.7633333333333333,0.7409126063418406,0.8220551378446115,0.8057971014492754
liblinear,l2,10.0,,1.0,0.76,0.7432327919566899,0.8172588832487311,0.8074245939675174
liblinear,l2,100.0,,0.4,0.7566666666666667,0.7416860015467904,0.8132992327365728,0.8035294117647058
liblinear,l2,100.0,,0.6,0.76,0.7378190255220418,0.8190954773869347,0.8039329091960672
liblinear,l2,100.0,,0.8,0.7666666666666667,0.740139211136891,0.8232323232323233,0.8048780487804879
liblinear,l2,100.0,,1.0,0.7633333333333333,0.7463263727764888,0.8193384223918575,0.8093023255813954
liblinear,l2,1000.0,,0.4,0.76,0.7393658159319412,0.8153846153846153,0.8023460410557185
liblinear,l2,1000.0,,0.6,0.7633333333333333,0.737045630317092,0.8211586901763225,0.8032407407407407
liblinear,l2,1000.0,,0.8,0.7666666666666667,0.740139211136891,0.8232323232323233,0.8048780487804879
liblinear,l2,1000.0,,1.0,0.76,0.7432327919566899,0.8163265306122449,0.8067520372526195
liblinear,l2,10000.0,,0.4,0.76,0.7393658159319412,0.8153846153846153,0.8023460410557185
liblinear,l2,10000.0,,0.6,0.76,0.7378190255220418,0.8190954773869347,0.8039329091960672
liblinear,l2,10000.0,,0.8,0.7666666666666667,0.7409126063418406,0.8232323232323233,0.8055716773070226
liblinear,l2,10000.0,,1.0,0.76,0.7432327919566899,0.8163265306122449,0.8067520372526195
newton-cg,l2,0.0001,,0.4,0.62,0.6411446249033256,0.759493670886076,0.7782026768642448
newton-cg,l2,0.0001,,0.6,0.6233333333333333,0.6419180201082754,0.7631027253668762,0.7796287482151357
newton-cg,l2,0.0001,,0.8,0.62,0.642691415313225,0.759493670886076,0.7789473684210527
newton-cg,l2,0.0001,,1.0,0.62,0.642691415313225,0.759493670886076,0.7774566473988439
newton-cg,l2,0.001,,0.4,0.6733333333333333,0.645784996133024,0.7822222222222223,0.7703109327983952
newton-cg,l2,0.001,,0.6,0.6766666666666666,0.6488785769528229,0.7829977628635348,0.771399798590131
newton-cg,l2,0.001,,0.8,0.6833333333333333,0.6473317865429234,0.7865168539325843,0.7663934426229508
newton-cg,l2,0.001,,1.0,0.7333333333333333,0.6612529002320185,0.8130841121495327,0.7680084745762712
newton-cg,l2,0.01,,0.4,0.7466666666666667,0.7092034029389018,0.8071065989847716,0.7824074074074073
newton-cg,l2,0.01,,0.6,0.74,0.7045630317092034,0.805,0.7841807909604519
newton-cg,l2,0.01,,0.8,0.7366666666666667,0.7061098221191029,0.8029925187032418,0.7831050228310502
newton-cg,l2,0.01,,1.0,0.7433333333333333,0.7092034029389018,0.8060453400503778,0.7839080459770116
newton-cg,l2,0.1,,0.4,0.77,0.7238979118329466,0.8198433420365535,0.7888823181549378
newton-cg,l2,0.1,,0.6,0.77,0.7169373549883991,0.8244274809160307,0.7891705069124423
newton-cg,l2,0.1,,0.8,0.7633333333333333,0.7215777262180975,0.8202531645569621,0.791907514450867
newton-cg,l2,0.1,,1.0,0.7633333333333333,0.7246713070378964,0.8202531645569621,0.7937427578215527
newton-cg,l2,10.0,,0.4,0.7566666666666667,0.7416860015467904,0.8132992327365728,0.8037602820211515
newton-cg,l2,10.0,,0.6,0.76,0.737045630317092,0.8190954773869347,0.8032407407407407
newton-cg,l2,10.0,,0.8,0.7666666666666667,0.740139211136891,0.8232323232323233,0.8048780487804879
newton-cg,l2,10.0,,1.0,0.76,0.7432327919566899,0.8163265306122449,0.8067520372526195
newton-cg,l2,100.0,,0.4,0.76,0.7393658159319412,0.8153846153846153,0.8023460410557185
newton-cg,l2,100.0,,0.6,0.7633333333333333,0.7378190255220418,0.8211586901763225,0.8039329091960672
newton-cg,l2,100.0,,0.8,0.7666666666666667,0.740139211136891,0.8232323232323233,0.8048780487804879
newton-cg,l2,100.0,,1.0,0.76,0.7440061871616396,0.8163265306122449,0.8074461896451425
newton-cg,l2,1000.0,,0.4,0.76,0.7409126063418406,0.8153846153846153,0.8037492677211483
newton-cg,l2,1000.0,,0.6,0.7633333333333333,0.7385924207269915,0.8211586901763225,0.8046242774566473
newton-cg,l2,1000.0,,0.8,0.7633333333333333,0.7416860015467904,0.8211586901763225,0.8062645011600927
newton-cg,l2,1000.0,,1.0,0.76,0.7432327919566899,0.8163265306122449,0.8072009291521486
newton-cg,l2,10000.0,,0.4,0.76,0.7416860015467904,0.8153846153846153,0.8042203985932005
newton-cg,l2,10000.0,,0.6,0.7633333333333333,0.7378190255220418,0.8211586901763225,0.804159445407279
newton-cg,l2,10000.0,,0.8,0.7633333333333333,0.7393658159319412,0.8211586901763225,0.8048639258830342
newton-cg,l2,10000.0,,1.0,0.76,0.7409126063418406,0.8163265306122449,0.8055716773070226
lbfgs,l2,0.0001,,0.4,0.62,0.6411446249033256,0.759493670886076,0.7782026768642448
lbfgs,l2,0.0001,,0.6,0.6233333333333333,0.6419180201082754,0.7631027253668762,0.7796287482151357
lbfgs,l2,0.0001,,0.8,0.62,0.642691415313225,0.759493670886076,0.7789473684210527
lbfgs,l2,0.0001,,1.0,0.62,0.642691415313225,0.759493670886076,0.7774566473988439
lbfgs,l2,0.001,,0.4,0.6733333333333333,0.645784996133024,0.7822222222222223,0.7703109327983952
lbfgs,l2,0.001,,0.6,0.6766666666666666,0.6488785769528229,0.7829977628635348,0.771399798590131
lbfgs,l2,0.001,,0.8,0.6833333333333333,0.6473317865429234,0.7865168539325843,0.7663934426229508
lbfgs,l2,0.001,,1.0,0.7333333333333333,0.6612529002320185,0.8130841121495327,0.7680084745762712
lbfgs,l2,0.01,,0.4,0.7466666666666667,0.7099767981438515,0.8071065989847716,0.7831116252168884
lbfgs,l2,0.01,,0.6,0.74,0.7037896365042536,0.805,0.7837380011293054
lbfgs,l2,0.01,,0.8,0.7366666666666667,0.7053364269141531,0.8029925187032418,0.7824100513992005
lbfgs,l2,0.01,,1.0,0.7433333333333333,0.711523588553751,0.8060453400503778,0.7857553130384836
lbfgs,l2,0.1,,0.4,0.7733333333333333,0.7246713070378964,0.8229166666666666,0.789598108747045
lbfgs,l2,0.1,,0.6,0.77,0.7184841453982985,0.8244274809160307,0.7903225806451613
lbfgs,l2,0.1,,0.8,0.7633333333333333,0.7215777262180975,0.8202531645569621,0.791907514450867
lbfgs,l2,0.1,,1.0,0.7633333333333333,0.7238979118329466,0.8202531645569621,0.7932831499710481
lbfgs,l2,10.0,,0.4,0.7533333333333333,0.740139211136891,0.8112244897959183,0.8030480656506447
lbfgs,l2,10.0,,0.6,0.76,0.7378190255220418,0.8190954773869347,0.8039329091960672
lbfgs,l2,10.0,,0.8,0.7666666666666667,0.7416860015467904,0.8232323232323233,0.8064889918887601
lbfgs,l2,10.0,,1.0,0.76,0.7447795823665894,0.8163265306122449,0.8083623693379791
lbfgs,l2,100.0,,0.4,0.7566666666666667,0.740139211136891,0.8132992327365728,0.8032786885245901
lbfgs,l2,100.0,,0.6,0.76,0.7378190255220418,0.8190954773869347,0.8039329091960672
lbfgs,l2,100.0,,0.8,0.7666666666666667,0.740139211136891,0.8232323232323233,0.8048780487804879
lbfgs,l2,100.0,,1.0,0.76,0.7424593967517401,0.8163265306122449,0.806282722513089
lbfgs,l2,1000.0,,0.4,0.76,0.7393658159319412,0.8153846153846153,0.8023460410557185
lbfgs,l2,1000.0,,0.6,0.76,0.737045630317092,0.8190954773869347,0.8032407407407407
lbfgs,l2,1000.0,,0.8,0.7666666666666667,0.7409126063418406,0.8232323232323233,0.8055716773070226
lbfgs,l2,1000.0,,1.0,0.76,0.7440061871616396,0.8163265306122449,0.8074461896451425
lbfgs,l2,10000.0,,0.4,0.7666666666666667,0.7393658159319412,0.8205128205128205,0.8021139166177335
lbfgs,l2,10000.0,,0.6,0.76,0.737045630317092,0.8190954773869347,0.8032407407407407
lbfgs,l2,10000.0,,0.8,0.7633333333333333,0.7416860015467904,0.8202531645569621,0.8062645011600927
lbfgs,l2,10000.0,,1.0,0.76,0.7440061871616396,0.8163265306122449,0.8072218986604544
sag,l2,0.0001,,0.4,0.6233333333333333,0.6419180201082754,0.7621052631578947,0.778997613365155
sag,l2,0.0001,,0.6,0.6233333333333333,0.6411446249033256,0.7631027253668762,0.7792578496669839
sag,l2,0.0001,,0.8,0.62,0.642691415313225,0.759493670886076,0.7789473684210527
sag,l2,0.0001,,1.0,0.62,0.6442382057231245,0.759493670886076,0.778633301251203
sag,l2,0.001,,0.4,0.6533333333333333,0.642691415313225,0.773913043478261,0.7701492537313434
sag,l2,0.001,,0.6,0.6433333333333333,0.6496519721577726,0.7688984881209503,0.7765170202269362
sag,l2,0.001,,0.8,0.66,0.6488785769528229,0.7772925764192139,0.773678963110668
sag,l2,0.001,,1.0,0.6733333333333333,0.6511987625676721,0.7831858407079645,0.7727959697732998
sag,l2,0.01,,0.4,0.6933333333333334,0.6604795050270689,0.7840375586854461,0.7623172712506768
sag,l2,0.01,,0.6,0.6966666666666667,0.674400618716164,0.789838337182448,0.7735341581495428
sag,l2,0.01,,0.8,0.7166666666666667,0.6821345707656613,0.8018648018648019,0.7765089722675368
sag,l2,0.01,,1.0,0.7166666666666667,0.6929621036349575,0.8,0.7807840971838763
sag,l2,0.1,,0.4,0.7,0.6836813611755607,0.783653846153846,0.7695774647887325
sag,l2,0.1,,0.6,0.7133333333333334,0.691415313225058,0.7942583732057417,0.7779632721202003
sag,l2,0.1,,0.8,0.7166666666666667,0.699922660479505,0.7961630695443644,0.7827547592385218
sag,l2,0.1,,1.0,0.7333333333333333,0.703016241299304,0.8067632850241546,0.7830508474576271
sag,l2,10.0,,0.4,0.7033333333333334,0.6844547563805105,0.784503631961259,0.7694915254237289
sag,l2,10.0,,0.6,0.7266666666666667,0.6945088940448569,0.8019323671497585,0.7796988287785833
sag,l2,10.0,,0.8,0.72,0.699922660479505,0.7980769230769231,0.7827547592385218
sag,l2,10.0,,1.0,0.73,0.7053364269141531,0.8029197080291971,0.7846240814019219
sag,l2,100.0,,0.4,0.7033333333333334,0.6852281515854601,0.784503631961259,0.7699265121537592
sag,l2,100.0,,0.6,0.7266666666666667,0.6945088940448569,0.8019323671497585,0.7796988287785833
sag,l2,100.0,,0.8,0.72,0.699922660479505,0.7980769230769231,0.7827547592385218
sag,l2,100.0,,1.0,0.73,0.7053364269141531,0.8029197080291971,0.7846240814019219
sag,l2,1000.0,,0.4,0.7033333333333334,0.6852281515854601,0.784503631961259,0.7699265121537592
sag,l2,1000.0,,0.6,0.7266666666666667,0.6945088940448569,0.8019323671497585,0.7796988287785833
sag,l2,1000.0,,0.8,0.72,0.699922660479505,0.7980769230769231,0.7827547592385218
sag,l2,1000.0,,1.0,0.73,0.7053364269141531,0.8029197080291971,0.7846240814019219
sag,l2,10000.0,,0.4,0.7033333333333334,0.6852281515854601,0.784503631961259,0.7699265121537592
sag,l2,10000.0,,0.6,0.7266666666666667,0.6945088940448569,0.8019323671497585,0.7796988287785833
sag,l2,10000.0,,0.8,0.72,0.699922660479505,0.7980769230769231,0.7827547592385218
sag,l2,10000.0,,1.0,0.73,0.7053364269141531,0.8029197080291971,0.7846240814019219
saga,l2,0.0001,,0.4,0.6233333333333333,0.6419180201082754,0.7621052631578947,0.778997613365155
saga,l2,0.0001,,0.6,0.6233333333333333,0.6411446249033256,0.7631027253668762,0.7792578496669839
saga,l2,0.0001,,0.8,0.62,0.642691415313225,0.759493670886076,0.7789473684210527
saga,l2,0.0001,,1.0,0.62,0.6442382057231245,0.759493670886076,0.778633301251203
saga,l2,0.001,,0.4,0.6533333333333333,0.6419180201082754,0.773913043478261,0.7697662854301341
saga,l2,0.001,,0.6,0.6433333333333333,0.6496519721577726,0.7688984881209503,0.7765170202269362
saga,l2,0.001,,0.8,0.66,0.6488785769528229,0.7772925764192139,0.773678963110668
saga,l2,0.001,,1.0,0.6766666666666666,0.6488785769528229,0.7858719646799116,0.7711693548387097
saga,l2,0.01,,0.4,0.6866666666666666,0.6511987625676721,0.780373831775701,0.7579173376274825
saga,l2,0.01,,0.6,0.6866666666666666,0.6589327146171694,0.783410138248848,0.7662957074721781
saga,l2,0.01,,0.8,0.7,0.6682134570765661,0.7916666666666667,0.7704654895666132
saga,l2,0.01,,1.0,0.7133333333333334,0.6813611755607115,0.7990654205607476,0.7751091703056768
saga,l2,0.1,,0.4,0.68,0.6666666666666666,0.7735849056603774,0.7630566245189664
saga,l2,0.1,,0.6,0.6933333333333334,0.6720804331013148,0.7850467289719626,0.7700650759219089
saga,l2,0.1,,0.8,0.7033333333333334,0.682907965970611,0.7915690866510539,0.775219298245614
saga,l2,0.1,,1.0,0.7133333333333334,0.691415313225058,0.7952380952380953,0.778702163061564
saga,l2,10.0,,0.4,0.6866666666666666,0.6682134570765661,0.7772511848341233,0.7638965327462851
saga,l2,10.0,,0.6,0.6866666666666666,0.671307037896365,0.779342723004695,0.7688961392060902
saga,l2,10.0,,0.8,0.7033333333333334,0.6844547563805105,0.7905882352941176,0.7758241758241758
saga,l2,10.0,,1.0,0.7166666666666667,0.6906419180201083,0.7971360381861575,0.7777777777777778
saga,l2,100.0,,0.4,0.6866666666666666,0.6682134570765661,0.7772511848341233,0.7638965327462851
saga,l2,100.0,,0.6,0.6866666666666666,0.671307037896365,0.779342723004695,0.7688961392060902
saga,l2,100.0,,0.8,0.7033333333333334,0.6844547563805105,0.7905882352941176,0.7758241758241758
saga,l2,100.0,,1.0,0.7166666666666667,0.6906419180201083,0.7971360381861575,0.7777777777777778
saga,l2,1000.0,,0.4,0.6866666666666666,0.6682134570765661,0.7772511848341233,0.7638965327462851
saga,l2,1000.0,,0.6,0.6866666666666666,0.671307037896365,0.779342723004695,0.7688961392060902
saga,l2,1000.0,,0.8,0.7033333333333334,0.6844547563805105,0.7905882352941176,0.7758241758241758
saga,l2,1000.0,,1.0,0.7166666666666667,0.6906419180201083,0.7971360381861575,0.7777777777777778
saga,l2,10000.0,,0.4,0.6866666666666666,0.6682134570765661,0.7772511848341233,0.7638965327462851
saga,l2,10000.0,,0.6,0.6866666666666666,0.671307037896365,0.779342723004695,0.7688961392060902
saga,l2,10000.0,,0.8,0.7033333333333334,0.6844547563805105,0.7905882352941176,0.7758241758241758
saga,l2,10000.0,,1.0,0.7166666666666667,0.6906419180201083,0.7971360381861575,0.7777777777777778
saga,elasticnet,0.0001,0.0,0.4,0.6233333333333333,0.6419180201082754,0.7621052631578947,0.778997613365155
saga,elasticnet,0.0001,0.0,0.6,0.6233333333333333,0.6411446249033256,0.7631027253668762,0.7792578496669839
saga,elasticnet,0.0001,0.0,0.8,0.62,0.642691415313225,0.759493670886076,0.7789473684210527
saga,elasticnet,0.0001,0.0,1.0,0.62,0.6442382057231245,0.759493670886076,0.778633301251203
saga,elasticnet,0.0001,0.1111111111111111,0.4,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.1111111111111111,0.6,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.1111111111111111,0.8,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.1111111111111111,1.0,0.6166666666666667,0.6442382057231245,0.761904761904762,0.7830188679245284
saga,elasticnet,0.0001,0.2222222222222222,0.4,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.2222222222222222,0.6,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.2222222222222222,0.8,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.2222222222222222,1.0,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.3333333333333333,0.4,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.3333333333333333,0.6,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.3333333333333333,0.8,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.3333333333333333,1.0,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.4444444444444444,0.4,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.4444444444444444,0.6,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.4444444444444444,0.8,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.4444444444444444,1.0,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.5555555555555556,0.4,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.5555555555555556,0.6,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.5555555555555556,0.8,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.5555555555555556,1.0,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.6666666666666666,0.4,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.6666666666666666,0.6,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.6666666666666666,0.8,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.6666666666666666,1.0,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
saga,elasticnet,0.0001,0.7777777777777777,0.4,0.6133333333333333,0.642691415313225,0.7603305785123966,0.7824858757062146
